,Country,Time,Happiness Score,"Fertility rate, total (births per woman)","Life expectancy at birth, total (years)","Mortality rate, infant (per 1,000 live births)",Population growth (annual %),Rural population (% of total population),GDP (current US$),GDP per capita (current US$),Population aged 14 years or younger ,Population aged 15-24 years ,Population aged 25-64 years ,Population aged 65 years or older ,"Prevalence of HIV, total (% of population ages 15-49)",Poverty headcount ratio at $1.90 a day (PPP) (% of population),Total population 
171,Mauritius,2019,5.888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.141,190.97,707.2130000000001,152.344,0.0,0.0,1269.6680000000001
172,Mongolia,2018,5.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,964.049,459.61699999999996,1617.0929999999998,129.457,0.0,0.0,3170.216
173,Mongolia,2019,5.285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,993.296,451.208,1645.55,135.113,0.0,0.0,3225.167
174,Morocco,2018,5.254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9802.212,5895.187,17805.008,2526.686,0.0,0.0,36029.093
175,Morocco,2019,5.207999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9836.26,5862.468000000001,18110.436,2662.605,0.0,0.0,36471.769
176,Mozambique,2018,4.417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13176.101,6004.18,9463.063,852.66,0.0,0.0,29496.004
177,Mozambique,2019,4.466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13472.803,6228.789000000001,9790.374,874.07,0.0,0.0,30366.036
178,Myanmar,2018,4.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14163.447,9747.734,26690.305,3106.8340000000003,0.0,0.0,53708.32
179,Myanmar,2019,4.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14005.546999999999,9794.63,26996.192000000003,3249.051,0.0,0.0,54045.42
180,Namibia,2018,4.441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,903.674,487.35900000000004,968.247,89.021,0.0,0.0,2448.301
181,Namibia,2019,4.638999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,920.6289999999999,487.47900000000004,996.418,90.00399999999999,0.0,0.0,2494.53
182,Nepal,2018,4.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8545.105,6323.968000000001,11617.411,1609.23,0.0,0.0,28095.714
183,Nepal,2019,4.913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8459.703000000001,6388.613,12106.076000000001,1654.318,0.0,0.0,28608.71
184,Niger,2018,4.166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11217.893,4315.1179999999995,6327.418000000001,582.393,0.0,0.0,22442.822
185,Niger,2019,4.628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11618.566,4514.858,6571.979,605.312,0.0,0.0,23310.715
186,Nigeria,2018,5.155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85923.64199999999,37501.631,67067.994,5381.416,0.0,0.0,195874.68300000002
187,Nigeria,2019,5.265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87796.03300000001,38719.255,68935.712,5512.599,0.0,0.0,200963.599
188,Pakistan,2018,5.472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74852.523,41935.182,86287.65400000001,9152.927,0.0,0.0,212228.28600000002
189,Pakistan,2019,5.653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75915.625,42337.275,88951.582,9360.836,0.0,0.0,216565.318
190,Panama,2018,6.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.357,691.7760000000001,2016.2120000000002,338.524,0.0,0.0,4176.869000000001
191,Panama,2019,6.321000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1137.1589999999999,699.4639999999999,2056.774,353.042,0.0,0.0,4246.439
192,Paraguay,2018,5.681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2047.901,1346.193,3114.6820000000002,447.29,0.0,0.0,6956.066
193,Peru,2018,5.662999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8250.223,5288.314,15863.306,2587.417,0.0,0.0,31989.26
194,Peru,2019,5.697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8210.351,5172.51,16398.834,2728.758,0.0,0.0,32510.452999999998
195,Rwanda,2018,3.408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4917.782999999999,2409.3779999999997,4613.353,361.45599999999996,0.0,0.0,12301.97
196,Rwanda,2019,3.3339999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5021.237,2471.686,4751.651,382.376,0.0,0.0,12626.95
197,Saudi Arabia,2018,6.371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8440.13,4763.46,19382.227,1116.9389999999999,0.0,0.0,33702.756
198,Saudi Arabia,2019,6.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8521.206,4659.643,19918.133,1169.546,0.0,0.0,34268.528
199,Sierra Leone,2018,4.571000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3141.1240000000003,1552.6789999999999,2729.401,226.946,0.0,0.0,7650.15
200,Sierra Leone,2019,4.374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3181.8779999999997,1589.717,2811.3070000000002,230.313,0.0,0.0,7813.215
201,Singapore,2018,6.343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,Singapore,2019,6.2620000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,Sudan,2018,4.138999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16933.296000000002,8501.046,14870.211000000001,1496.98,0.0,0.0,41801.532999999996
204,Togo,2018,3.9989999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3260.9190000000003,1534.455,2867.344,226.375,0.0,0.0,7889.093000000001
205,Togo,2019,4.085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3313.637,1583.8229999999999,2951.54,233.36599999999999,0.0,0.0,8082.366
206,Uruguay,2018,6.379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,710.828,508.82,1718.642,510.995,0.0,0.0,3449.285
207,Uruguay,2019,6.292999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,708.204,504.426,1731.878,517.226,0.0,0.0,3461.7340000000004
208,Uzbekistan,2018,6.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9316.154,5543.121999999999,16181.798,1435.17,0.0,0.0,32476.244
209,Uzbekistan,2019,6.1739999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9498.013,5409.732,16558.39,1515.5810000000001,0.0,0.0,32981.716
210,Yemen,2018,3.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11289.722,6003.858,10385.404,819.699,0.0,0.0,28498.682999999997
211,Yemen,2019,3.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11438.29,6058.859,10818.453000000001,846.32,0.0,0.0,29161.922000000002
212,Zambia,2018,4.377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7797.188,3604.6409999999996,5585.549,364.33,0.0,0.0,17351.708
213,Zambia,2019,4.107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7941.4619999999995,3736.92,5804.831,377.81699999999995,0.0,0.0,17861.03
214,Zimbabwe,2018,3.6919999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6122.206,2887.0759999999996,5005.088,424.43199999999996,0.0,0.0,14438.802
215,Zimbabwe,2019,3.6630000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6174.255,2944.883,5089.806,436.524,0.0,0.0,14645.468
216,Serbia,2018,5.398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,Serbia,2019,5.603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,Montenegro,2018,5.347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.321,82.26299999999999,337.211,94.014,0.0,0.0,627.809
219,Montenegro,2019,5.523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.98100000000001,81.232,336.13199999999995,96.64200000000001,0.0,0.0,627.987
220,Paraguay,2019,5.742999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2055.578,1341.506,3181.139,466.413,0.0,0.0,7044.6359999999995
221,Turkmenistan,2018,5.636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1803.386,964.237,2824.28,258.998,0.0,0.0,5850.901
222,Turkmenistan,2019,5.247000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1827.685,953.268,2888.25,272.88599999999997,0.0,0.0,5942.089
223,Turkey,2018,5.483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20296.346,13427.716,41630.941,6985.085,0.0,0.0,82340.088
224,Turkey,2019,5.372999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20265.74,13534.598999999998,42348.971,7280.305,0.0,0.0,83429.615
225,Romania,2018,5.945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3030.188,2044.797,10853.961000000001,3577.1679999999997,0.0,0.0,19506.113999999998
226,Romania,2019,6.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3015.828,2018.4279999999999,10691.688,3638.613,0.0,0.0,19364.557
227,Tajikistan,2018,5.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3347.677,1654.9489999999998,3823.192,275.017,0.0,0.0,9100.835
228,Tajikistan,2019,5.4670000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3455.402,1647.003,3930.97,287.643,0.0,0.0,9321.018
229,Tunisia,2018,4.592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2795.323,1648.756,6159.397,961.725,0.0,0.0,11565.201000000001
230,Tunisia,2019,4.461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2833.1740000000004,1625.7020000000002,6230.861,1004.982,0.0,0.0,11694.719
231,Belarus,2018,5.483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1594.273,926.6410000000001,5528.448,1403.255,0.0,0.0,9452.617
232,Belarus,2019,5.3229999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1610.3429999999998,894.078,5511.144,1436.846,0.0,0.0,9452.411
233,Sri Lanka,2018,4.471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5136.724,3119.547,10749.157,2223.335,0.0,0.0,21228.763
234,Sri Lanka,2019,4.3660000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5108.412,3135.4640000000004,10768.618999999999,2311.238,0.0,0.0,21323.732999999997
235,Qatar,2018,6.374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376.661,384.06699999999995,1982.8429999999998,38.111,0.0,0.0,2781.6820000000002
236,Qatar,2019,6.374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385.045,367.2,2036.685,43.137,0.0,0.0,2832.067
237,Senegal,2018,4.631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6826.147,3107.6059999999998,5431.175,489.395,0.0,0.0,15854.323
238,Senegal,2019,4.681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6981.340999999999,3192.441,5617.643,504.939,0.0,0.0,16296.364
239,Sweden,2018,7.314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1753.192,1116.366,5098.227,2003.8529999999998,0.0,0.0,9971.638
240,Sweden,2019,7.343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1768.961,1095.001,5145.212,2027.205,0.0,0.0,10036.379
241,South Sudan,2018,3.2539999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4590.146,2220.234,3792.532,373.015,0.0,0.0,10975.927
242,South Sudan,2019,2.853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4598.305,2237.409,3852.853,373.546,0.0,0.0,11062.113000000001
243,Spain,2018,6.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6848.441999999999,4477.5109999999995,26318.526,9048.379,0.0,0.0,46692.858
244,Spain,2019,6.354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6812.76,4475.205,26266.052000000003,9182.759,0.0,0.0,46736.776
245,Somalia,2018,4.982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6990.319,3138.845,4447.829000000001,431.233,0.0,0.0,15008.226
246,Somalia,2019,4.668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7162.343000000001,3245.065,4589.32,446.17699999999996,0.0,0.0,15442.905
247,Philippines,2018,5.524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33022.513999999996,20338.308999999997,47827.28,5463.291,0.0,0.0,106651.394
248,Philippines,2019,5.631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32949.491,20459.122,48961.608,5746.394,0.0,0.0,108116.615
249,United Arab Emirates,2018,6.774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1406.4579999999999,1160.621,6959.384,104.49600000000001,0.0,0.0,9630.959
250,United Arab Emirates,2019,6.825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1437.5,1149.378,7070.65,113.001,0.0,0.0,9770.529
251,Thailand,2018,6.072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11863.232,9448.048,39854.567,8262.606,0.0,0.0,69428.453
252,Thailand,2019,6.007999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11713.485,9320.358,39953.815,8637.924,0.0,0.0,69625.582
253,Slovenia,2018,5.9479999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.128,190.8,1167.51,407.399,0.0,0.0,2077.837
254,Slovenia,2019,6.117999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.994,188.958,1156.099,419.603,0.0,0.0,2078.654
255,Uganda,2018,4.1610000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20052.961,8861.896999999999,12984.813,829.365,0.0,0.0,42729.03599999999
256,Uganda,2019,4.189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20585.368000000002,9225.886999999999,13589.526000000002,868.813,0.0,0.0,44269.594000000005
257,Costa Rica,2019,7.167000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1063.9569999999999,775.419,2709.4640000000004,498.721,0.0,0.0,5047.561
258,Nicaragua,2018,6.141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1952.69,1194.317,2979.217,339.277,0.0,0.0,6465.501
259,Nicaragua,2019,6.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1954.15,1190.012,3044.087,357.25300000000004,0.0,0.0,6545.5019999999995
260,South Africa,2018,4.724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16805.769,9836.909,28076.431,3073.409,0.0,0.0,57792.518
261,South Africa,2019,4.7219999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16963.35,9819.072,28604.767999999996,3171.08,0.0,0.0,58558.27
262,Switzerland,2018,7.487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1271.25,924.387,4742.231,1587.743,0.0,0.0,8525.610999999999
263,Switzerland,2019,7.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1283.608,916.93,4772.3859999999995,1618.441,0.0,0.0,8591.365
264,Ukraine,2018,4.103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,Ukraine,2019,4.332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
