,Country,Year,fertilityRate,lifeExpectancy,mortalityRate,popGrowth,ruralPopPct,gdpGrowthPct,gdpUS,gdpPerCapitaUS,gdpPerCapita ppp,gdp pppInternational,gni,gniPerCapita,gniPerCapita ppp,pop14under,pop15to24,pop25to64,pop65over,hivPct,povertyRatio,totalPop,Happiness Score
0,Canada,2015,1.5630000000000002,81.9,4.7,0.8327700000000001,18.741,1.00088,1552521512853.35,43327.17364,44406.66587,1591202432043.49,1955337000000.0,47380.0,43720.0,5761.199000000001,4648.731,19833.155,5783.5909999999985,0.0,0.0,36026.676,7.427
1,Canada,2016,1.5433,82.30051,4.6,1.19865,18.7,1.4141,1526953791566.99,42105.90006,44819.11188,1625347343803.71,1999405000000.0,43770.0,44280.0,5784.173000000002,4620.449000000001,19991.505,5986.816999999999,0.0,0.0,36382.944,7.404
2,Canada,2017,1.4961,82.47049,4.5,1.21548,18.65,3.04735,1647120175449.13,44870.77616,46509.71703,1707282552959.01,2114408000000.0,42790.0,46010.0,5829.397,4562.767,20153.331,6186.6,0.0,0.0,36732.095,7.31599998474121
3,Benin,2015,5.048,60.639,66.6,2.77298,54.305,2.09581,8291155880.59505,783.96308,2122.2354,22444659737.7404,4865000000000.0,860.0,2110.0,4551.582,2098.709,3584.2990000000004,341.362,1.0,49.5,10575.952,3.34
4,Benin,2016,4.977,60.907,65.1,2.76353,53.771,3.96486,8573159696.611279,788.5324400000002,2169.70967,23589730110.2511,5061555500000.0,820.0,2160.0,4660.437,2157.572,3702.286,351.7680000000001,1.0,0.0,10872.063,3.484
5,Benin,2017,4.9060000000000015,61.17100000000001,63.5,2.7523,53.232,5.83782,9246696923.66155,827.39368,2276.49621,25441420431.1005,5343852347100.0,800.0,2260.0,4768.298,2217.649,3826.733,362.518,1.0,0.0,11175.198,3.65700006484985
6,El Salvador,2015,2.101,73.267,13.4,0.4969,30.3,2.37763,23166030400.0,3669.87899,7496.8104,47323450751.289,22075300000.0,3430.0,7140.0,1794.5479999999998,1298.751,2741.224,490.601,0.6,1.9,6325.124,6.13
7,El Salvador,2016,2.079,73.512,12.9,0.5095,29.499,2.58058,23912227500.0,3768.8377,7734.857559999998,49075520937.1948,22686830000.0,3490.0,7340.0,1770.2879999999998,1295.296,2786.742,503.817,0.6,2.2,6356.143,6.068
8,El Salvador,2017,2.0580000000000003,73.75,12.5,0.52082,28.725,2.3226,24805439600.0,3889.30877,8023.0491299999985,51169827981.3064,23357100000.0,3560.0,7550.0,1753.261,1283.36,2833.766,517.739,0.6,1.9,6388.126,6.0029997825622585
9,Greece,2015,1.33,81.03659,3.9,-0.65886,21.954,-0.43783,196591353761.226,18167.77372,26902.52532,291109078890.537,177502740600.0,20320.0,26940.0,1552.043,1086.327,5801.913000000001,2219.467,0.2,1.5,10659.75,4.857
10,Greece,2016,1.38,81.3878,4.2,-0.4159100000000001,21.613000000000003,-0.19095,195222443512.93695,18116.45962,27273.93458,293903128075.57697,176494503700.0,18890.0,27270.0,1523.839,1076.202,5772.16,2242.984,0.2,0.0,10615.185,5.033
11,Greece,2017,1.38,81.3878,4.3,-0.20846,21.276,1.5051,203085551429.132,18885.475980000007,28582.84558,307366516011.516,180567906000.0,18340.0,28640.0,1501.37,1067.646,5738.64,2261.794,0.2,0.0,10569.45,5.227000236511231
12,Bahrain,2015,2.056,76.76100000000002,6.5,2.6186700000000003,11.001,2.86197,31125851063.8298,22688.87824,46912.76317,64357508716.5253,11050584000.0,22660.0,44300.0,286.027,180.651,873.288,31.885,0.1,0.0,1371.851,5.96
13,Bahrain,2016,2.033,76.9,6.4,3.8128,10.91,3.47092,32250132978.7234,22628.95679,47236.09065,67319506542.178,11330420000.0,21390.0,44140.0,290.718,188.093,913.582,33.399,0.1,0.0,1425.792,6.218
14,Bahrain,2017,2.009,77.038,6.3,4.6217,10.814,3.80352,35432686170.2128,23739.15717,47708.05549,71208280289.7402,12574690000.0,21200.0,45030.0,296.447,192.215,969.97,35.444,0.1,0.0,1494.076,6.08699989318848
15,China,2015,1.617,76.092,9.2,0.5081399999999999,44.5,6.9002,11064666282625.5,8069.21302,14492.424469999998,19872302288344.2,68644961686280.0,7950.0,14440.0,253990.008,186269.847,835303.3609999998,131284.654,0.0,0.7,1406847.87,5.14
16,China,2016,1.624,76.252,8.6,0.5414800000000001,43.264,6.7,11190992550229.5,8117.267470000002,15548.0965,21435616464526.9,74114040000000.0,8250.0,15500.0,254452.752,180260.242,840722.315,138614.042,0.0,0.0,1414049.351,5.245
17,China,2017,1.631,76.41,8.0,0.55912,42.04,6.9,12237700479375.0,8826.9941,16842.40797,23350230198209.6,82501600000000.0,8690.0,16800.0,254893.81,176118.35,843003.215,147006.416,0.0,0.0,1421021.791,5.2729997634887695
18,Guatemala,2015,3.029,73.15,24.7,2.04427,50.029,4.14004,63767597193.9175,3923.57334,7788.49723,126581998328.087,477442977800.0,3620.0,7620.0,5888.528,3465.454,6165.898,732.549,0.5,0.0,16252.428999999998,6.122999999999998
19,Guatemala,2016,2.9730000000000003,73.40899999999998,23.9,2.01037,49.681,3.09248,68663653469.1246,4140.73763,7955.60341,131923546843.896,510404882700.0,3800.0,7780.0,5913.5059999999985,3531.675,6376.358,761.5369999999998,0.5,0.0,16583.076,6.324
20,Guatemala,2017,2.92,73.654,23.1,1.97662,49.32,2.76034,75620095537.5005,4470.989570000002,8167.549279999998,138141869322.009,545653796700.0,4060.0,8020.0,5928.848000000001,3595.628,6596.113,794.3810000000002,0.4,0.0,16914.97,6.4539999961853
21,Honduras,2015,2.507,73.376,16.7,1.70643,44.835,3.84008,20979767785.2104,2341.27532,4613.12416,41337416760.1805,428885115400.0,2090.0,4300.0,3073.079,1932.609,3712.524,394.704,0.4,16.2,9112.916,4.788
22,Honduras,2016,2.462,73.575,16.2,1.6824599999999998,44.187,3.75215,21643936938.9096,2375.09633,4757.82841,43357457549.3932,459570431700.0,2160.0,4420.0,3059.403,1966.817,3832.9040000000014,411.671,0.4,16.0,9270.795,4.871
23,Honduras,2017,2.423,73.774,15.6,1.65637,43.543,4.7853,22978532896.7816,2480.12593,4996.8128,46295805348.4893,501022257500.0,2250.0,4640.0,3049.823,1996.621,3952.528,430.041,0.3,17.2,9429.013,5.1810002326965305
24,Finland,2015,1.65,81.48049,2.0,0.32938,14.775,0.50066,232850788304.513,42494.65662,42220.95767,231351046386.572,211472000000.0,46680.0,42530.0,898.6110000000001,650.09,2822.802,1109.619,0.0,,5481.1219999999985,7.4060000000000015
25,Finland,2016,1.57,81.42926999999997,1.9,0.28742,14.725,2.77193,239009517793.721,43493.41934,43729.96449,240309405045.905,219175000000.0,45620.0,44360.0,897.9889999999998,643.249,2813.448,1143.027,0.0,0.0,5497.713000000002,7.4129999999999985
26,Finland,2017,1.57,81.42926999999997,1.9,0.23467,14.675,2.65253,252301837573.029,45804.65421,46343.57722,255270340836.27695,226487000000.0,44760.0,46880.0,895.6619999999998,634.196,2808.762,1172.751,0.0,0.0,5511.371,7.468999862670901
27,Australia,2015,1.814,82.4,3.2,1.4392200000000002,14.299,2.35114,1349034029453.37,56644.03396,46185.08534,1099943761494.47,1587954000000.0,60440.0,45230.0,4520.213,3172.395,12684.813999999997,3555.08,0.1,0.0,23932.502,7.284
28,Australia,2016,1.7519999999999998,82.44878,3.1,1.56194,14.2,2.82731,1208039015868.39,49937.73139,47274.26138,1143607260469.09,1622282000000.0,54180.0,46210.0,4598.344,3155.24,12835.482,3673.646,0.1,0.0,24262.712000000003,7.313
29,Australia,2017,1.765,82.49756,3.0,1.68452,14.095999999999998,1.95758,1323421072479.07,53793.53726000001,49378.27964,1214797522669.4,1707621000000.0,51360.0,48050.0,4687.067,3135.675,12974.858,3787.02,0.1,0.0,24584.62,7.28399991989136
30,Ghana,2015,4.042,62.448,38.9,2.27438,45.914,2.17821,49181854798.2552,1783.06109,4083.47235,112633686943.859,176324252362.661,1960.0,3990.0,10636.09,5498.774,10877.809,836.5319999999998,1.7,0.0,27849.205,4.633
31,Ghana,2016,3.984,62.742,37.2,2.23674,45.25100000000001,3.4477900000000004,55009730600.0307,1950.23438,4175.99715,117791215610.831,210299013005.95,1840.0,4080.0,10829.605,5592.584,11196.555,863.201,1.7,13.3,28481.945,4.276
32,Ghana,2017,3.926,63.033,35.7,2.19818,44.593,8.14345,58996776237.7603,2046.10999,4501.85277,129804752545.115,244746771654.0,1880.0,4290.0,11013.747,5690.845,11528.725,888.148,1.7,0.0,29121.465,4.11999988555908
33,Dominican Republic,2015,2.451,73.673,26.2,1.17082,21.434,7.03337,68802092020.9448,6534.90855,14306.62229,150625756228.136,2967361397200.0,6320.0,13700.0,2964.047,1926.513,4721.811,669.309,1.0,1.8,10281.68,4.885
34,Dominican Republic,2016,2.422,73.861,25.6,1.13706,20.564,6.61221,72342967648.3354,6793.53813,15245.06391,162341499375.936,3183522921500.0,6480.0,14560.0,2966.848,1923.929,4811.44,695.5239999999999,1.0,1.6,10397.741,5.155
35,Dominican Republic,2017,2.392,74.048,25.0,1.10394,19.723,4.551819999999998,75931656814.657,7052.25884,16063.64067,172957186977.328,3447140306700.0,6630.0,15330.0,2970.0170000000007,1918.222,4901.565,723.3,0.9,0.0,10513.104,5.230000019073491
36,Estonia,2015,1.58,77.59024000000002,2.5,0.06555,31.584,1.90029,22904456871.8171,17412.448669999998,29212.94887,38426917437.6112,20197800000.0,18570.0,28570.0,212.168,134.61700000000002,720.9689999999998,247.571,0.6,0.5,1315.325,5.4289999999999985
37,Estonia,2016,1.6,77.64146,2.3,0.029110000000000007,31.437,3.4891,23984296770.8115,18228.05825,30897.54691,40654683249.0527,21193200000.0,18300.0,30200.0,212.362,130.911,722.335,250.902,0.7,0.0,1316.51,5.517
38,Estonia,2017,1.6,77.64146,2.1,0.12107,31.283,4.85669,26611651598.9452,20200.37559,33447.82772,44063633072.8525,23148300000.0,18670.0,32790.0,214.03,127.557,722.987,254.816,0.7,0.0,1319.39,5.61100006103516
39,Chad,2015,6.05,52.575,76.7,3.1909400000000003,77.485,2.76768,10945989471.6286,781.33106,2207.63075,30927610906.7555,6277768000000.0,890.0,2140.0,6750.22,2851.542,4164.241,344.972,1.4,0.0,14110.975,3.667
40,Chad,2016,5.947,52.903,75.0,3.11409,77.32300000000002,-6.25553,10090922857.3905,698.2108900000002,2028.01493,29309972982.6816,5873727500000.0,740.0,1990.0,6936.978,2953.629000000001,4313.731,357.32199999999995,1.3,0.0,14561.66,3.763
41,Chad,2017,5.846,53.208,73.4,3.04904,77.142,-2.95377,9871247731.897871,662.50011,1945.295,28984883781.2402,5670000000000.0,640.0,1920.0,7118.026999999999,3058.574,4469.731,370.421,1.3,0.0,15016.753,3.9360001087188703
42,Burundi,2015,5.7810000000000015,57.094,45.9,3.0611,87.92200000000003,-3.9,3104394858.11518,304.3742200000001,761.25558,7764251184.428659,4877193000000.0,260.0,760.0,4624.915,2065.264,3256.9120000000007,212.939,1.1,0.0,10160.03,2.905
43,Burundi,2016,5.697,57.481,44.1,3.13533,87.61200000000002,-0.60002,2959185295.3901896,281.18134,741.35049,7802059312.92421,4894947000000.0,270.0,740.0,4778.513,2089.861,3395.671,223.95,1.1,0.0,10487.995,2.905
44,Burundi,2017,5.615,57.857,42.5,3.18076,87.294,0.5000100000000001,3172416146.3921,292.0052100000001,735.4502200000002,7990111427.94417,5476982000000.0,280.0,730.0,4932.302,2119.733,3538.223,236.761,1.1,0.0,10827.018999999998,2.90499997138977
45,Cyprus,2015,1.35,80.344,2.3,0.7501,33.054,1.9623,19680625485.1946,23217.48415,31578.35443,26767834227.6278,17970120000.0,26380.0,31980.0,196.155,185.51,630.331,148.989,0.1,,1160.985,5.689
46,Cyprus,2016,1.3430000000000002,80.508,2.2,0.78418,33.119,4.81219,20453761061.9469,24019.13787,33682.479080000005,28682685569.1084,18116400000.0,24660.0,33000.0,197.443,179.263,639.908,153.57299999999995,0.1,0.0,1170.187,5.546
47,Cyprus,2017,1.338,80.67,2.1,0.80233,33.164,4.23141,22054225828.2623,25658.79966,36012.374639999995,30953320234.6671,19037240000.0,24070.0,35030.0,198.618,174.175,648.627,158.25799999999995,0.1,0.0,1179.678,5.62099981307983
48,Brazil,2015,1.74,75.28399999999998,14.0,0.8528,14.23,-3.54576,1802214373741.32,8750.223,15699.44289,3233490351077.73,5866347391671.83,10090.0,15360.0,45844.252,34326.064,107917.041,16384.412,0.6,3.4,204471.769,6.983
49,Brazil,2016,1.726,75.509,14.6,0.8175600000000001,13.958,-3.30545,1796275437087.99,8650.37637,15221.553999999998,3160799297551.54,6136492117126.17,8860.0,14900.0,45457.97,34215.163,109374.908,17115.012,0.6,4.3,206163.053,6.952000000000001
50,Brazil,2017,1.711,75.723,13.2,0.7844899999999999,13.691,1.06386,2053594877013.22,9812.27853,15553.40159,3255144636626.31,6432354643815.85,8610.0,15270.0,45066.347,34088.327000000005,110794.026,17885.123,0.6,4.8,207833.823,6.63500022888184
51,Algeria,2015,2.839,75.86,21.4,1.91996,29.152,3.76347,165979277276.90698,4162.85218,14657.78289,584428201022.22,16264306800000.0,4830.0,14260.0,11404.93,6615.146,19378.442,2329.507,0.1,0.0,39728.025,5.605
52,Algeria,2016,2.776,76.078,21.0,1.82546,28.541,3.3,160129866569.935,3943.49755,15030.17693,610316145878.129,17353283000000.0,4370.0,14880.0,11814.426,6431.960999999998,19868.685,2436.32,0.1,0.0,40551.392,6.355
53,Algeria,2017,2.709,76.293,20.6,1.73846,27.948,1.6,167555280113.181,4055.24721,15292.73866,631867547391.07,18305582300000.0,3940.0,15060.0,12267.586,6242.096,20322.812,2556.695,0.1,0.0,41389.189,5.8720002174377415
54,Austria,2015,1.49,81.19024,3.0,1.12099,42.285,1.14298,381805676697.70703,44176.67174,49877.71331,431078062957.755,340869100000.0,47490.0,49390.0,1225.425,1008.434,4809.7,1635.101,0.1,0.7,8678.66,7.2
55,Austria,2016,1.53,81.64146,3.0,1.0814,42.095,2.03957,394052818287.788,45103.32981,51655.50309,451296980860.541,355831400000.0,46130.0,51600.0,1239.55,1001.79,4851.9209999999985,1654.04,0.1,0.0,8747.301,7.119
56,Austria,2017,1.53,81.64146,2.9,0.69462,41.90600000000001,2.55088,416835975862.193,47380.82964,53879.29785,474006678908.77,368917000000.0,45360.0,53740.0,1255.153,993.08,4899.7170000000015,1671.951,0.1,0.0,8819.901,7.00600004196167
57,Ecuador,2015,2.514,76.102,13.0,1.50564,36.602,0.09887,99290381000.0,6150.15596,11479.89563,185335659577.914,97559590500.0,6000.0,11280.0,4711.02,2990.639,7439.97,1070.391,0.3,3.4,16212.02,5.975
58,Ecuador,2016,2.486,76.327,12.7,1.47992,36.466,-1.22638,99937696000.0,6099.3153,11294.70953,185064583754.577,98092762600.0,5840.0,11090.0,4734.0920000000015,3026.447,7615.15,1115.427,0.3,3.6,16491.116,5.976
59,Ecuador,2017,2.458,76.551,12.5,1.45286,36.33,2.36839,104295862000.0,6273.48889,11612.04504,193048599950.802,101941815400.0,5920.0,11350.0,4760.597,3061.158,7796.8319999999985,1166.774,0.3,3.2,16785.361,6.00799989700317
60,Argentina,2015,2.3080000000000003,76.415,10.2,1.00985,8.497,2.73116,594749285413.212,13698.29344,20416.54818,886440890958.442,5843041183200.0,12510.0,20030.0,10859.813999999997,7022.751,20571.369,4621.482,0.4,0.0,43075.416,6.574
61,Argentina,2016,2.293,76.577,9.7,0.98474,8.373,-1.82254,554860945013.62,12654.355,20065.07531,879801985260.606,8008804972700.0,12150.0,19620.0,10911.685,7025.388000000001,20846.378,4725.009,0.4,0.6,43508.46,6.65
62,Argentina,2017,2.277,76.738,9.2,0.96147,8.251,2.85447,637430331479.469,14398.35877,20828.87632,922116037382.249,10284353848000.0,13030.0,20290.0,10952.11,7022.514,21133.953,4828.563,0.4,0.4,43937.14,6.59899997711182
63,Azerbaijan,2015,1.94,71.921,23.4,1.19121,45.286,1.1,53074370486.0433,5500.31038,17834.11605,172087467225.776,52302300000.0,6550.0,17150.0,2201.096,1613.233,5256.405,552.011,0.1,0.0,9622.745,5.2120000000000015
64,Azerbaijan,2016,1.9,72.02600000000002,21.9,1.11786,44.979,-3.1,37867518957.1975,3880.73873,17276.02986,168576251466.086,56448378000.0,4760.0,16140.0,2252.661,1553.7020000000002,5361.531,568.149,0.1,0.0,9736.043,5.291
65,Azerbaijan,2017,1.9,72.123,20.5,0.98126,44.657,0.1,40747792237.9735,4135.1386,17449.94008,171952285445.433,67106740200.0,4080.0,16700.0,2292.745,1496.15,5466.721,589.7040000000002,0.1,0.0,9845.32,5.2340002059936515
66,Czech Republic,2015,1.57,78.57805,2.5,0.19659,26.523000000000003,5.30924,186829940545.75894,17715.61685,33691.42424,355311747821.274,4286153000000.0,18260.0,31420.0,1602.315,1070.064,6021.299,1907.719,0.1,,10601.397,6.505
67,Czech Republic,2016,1.63,79.02683,2.6,0.19205,26.43,2.45054,195090272402.72894,18463.38658,35230.52246,372257396855.09,4458906000000.0,17590.0,32950.0,1614.725,1035.783,6001.571999999999,1966.777,0.1,0.0,10618.857,6.596
68,Czech Republic,2017,1.63,79.47561,2.6,0.26564,26.325,4.3526,215913545038.43,20379.89604,38019.58051,402796088543.735,4735267000000.0,17960.0,35670.0,1637.1629999999998,1004.089,5978.335999999998,2021.446,0.1,0.0,10641.034,6.60900020599365
69,Bolivia,2015,2.9210000000000003,68.756,30.0,1.52723,31.607,4.85719,33000198263.3864,3077.0262,6975.5569799999985,74810790842.2053,220243124641.09,3000.0,6740.0,3522.331,2087.845,4525.18,734.3739999999998,0.3,6.4,10869.73,5.89
70,Bolivia,2016,2.878,69.125,29.0,1.51005,31.262,4.26392,33941126193.9219,3117.33046,7242.32918,78853625498.2064,230242790987.85,3080.0,7110.0,3528.3540000000007,2112.837,4629.359,761.2639999999999,0.3,7.1,11031.813999999997,5.822
71,Bolivia,2017,2.839,69.473,28.0,1.49248,30.92,4.1952099999999986,37508642112.8799,3393.95582,7575.68195,83723406644.646,251534284400.417,3130.0,7350.0,3529.6240000000007,2137.424,4737.172000000001,788.635,0.3,5.8,11192.855,5.82299995422363
72,Angola,2015,5.766,61.24100000000001,58.2,3.42802,36.554,0.94358,116193649124.475,4170.730360000001,7102.987590000002,197884297596.258,13241027545838.9,4520.0,6740.0,13136.045,5384.299,8729.427,634.61,1.9,0.0,27884.381,4.033
73,Angola,2016,5.694,61.547,55.8,3.36757,35.851,-2.5801,101123851090.473,3509.60421,6763.740559999998,194886788495.838,15688820326102.9,3770.0,6410.0,13571.358,5563.88,9055.117,652.134,1.9,0.0,28842.489,3.866
74,Angola,2017,5.622999999999998,61.809,53.8,3.31351,35.161,-0.14720999999999998,122123822333.73,4100.28979,6657.8538899999985,198298805266.227,19642138805193.1,3570.0,6450.0,13999.871,5754.414000000002,9394.825,667.6560000000002,1.9,0.0,29816.766,3.79500007629395
75,Djibouti,2015,2.9130000000000003,62.26,54.5,1.65803,22.583,9.6838,1633741922.6873698,1761.6101600000004,0.0,0.0,295619614500.0,1740.0,0.0,279.297,177.519,417.737,39.44,1.4,0.0,913.993,4.369
76,Bangladesh,2015,2.133,72.155,29.8,1.12014,65.692,6.55265,195078678697.23,1210.15885,3345.53142,539302629273.041,16142043000000.0,1190.0,3560.0,45748.817,30351.381,72181.76400000001,7974.314,0.1,0.0,156256.27599999998,4.694
77,Bangladesh,2016,2.104,72.48899999999998,28.3,1.08017,64.917,7.11349,221415188000.475,1358.77919,3583.7817700000005,583982830737.813,18326749000000.0,1330.0,3790.0,45423.27099999999,30515.249,73925.537,8113.096,0.1,14.8,157977.15300000002,4.643
78,Bangladesh,2017,2.076,72.808,26.9,1.0489,64.142,7.28418,249723862487.36105,1516.51327,3877.03245,638429968433.131,20607165000000.0,1470.0,4040.0,45070.553,30664.326,75727.584,8222.961,0.1,0.0,159685.424,4.60799980163574
79,Guinea,2015,4.934,59.419,59.8,2.39392,64.859,3.81495,8794202409.5678,727.3025200000002,1877.8526,22706116742.3409,63889455000000.0,710.0,1820.0,5148.298,2414.242,3540.335,329.213,1.6,0.0,11432.088,3.656
80,Guinea,2016,4.855,60.015,58.1,2.48623,64.54,10.45411,8694360304.563671,701.38864,2045.35737,25354094470.1398,76597309000000.0,740.0,2010.0,5240.544,2493.494,3665.159,339.232,1.5,0.0,11738.428999999998,3.607
81,Guinea,2017,4.777,60.617,56.4,2.55858,64.207,10.60432,10472514514.62,823.49372,2247.02036,28575753357.5575,97730733000000.0,790.0,2240.0,5339.68,2574.847,3802.211,350.781,1.5,0.0,12067.518999999998,3.50699996948242
82,Congo (Brazzaville),2015,4.721,64.112,36.9,2.52471,34.457,2.64649,8553154580.399509,1712.12115,5919.71997,29572837247.772007,5007032000000.0,2350.0,5860.0,2047.077,892.196,1792.073,124.749,3.2,0.0,4856.095,3.989
83,Congo (Brazzaville),2016,4.6610000000000005,64.625,35.8,2.57236,33.999,-2.80002,9035848070.90357,1762.8099100000004,5669.16519,29059125979.7757,4968368000000.0,1770.0,5260.0,2095.786,918.146,1837.276,129.78799999999998,3.2,0.0,4980.996,4.2360000000000015
84,Congo (Brazzaville),2017,4.599,65.08800000000001,34.7,2.59829,33.541,-3.1,8701334800.219759,1654.01032,5454.26386,28693518627.3798,4574779000000.0,1430.0,4930.0,2143.64,947.166,1884.805,135.084,3.1,0.0,5110.695,4.29099988937378
85,Bulgaria,2015,1.53,74.61463,7.0,-0.63807,26.01,3.47119,50201314894.5817,6993.78348,18186.48636,130542435407.585,86795434000.0,7480.0,17820.0,1027.672,700.828,4029.937,1441.304,0.1,0.0,7199.741,4.218
86,Bulgaria,2016,1.54,74.8122,6.7,-0.70138,25.671,3.93676,53240950226.2443,7469.455640000001,19500.40144,138995390374.34302,93885175000.0,7580.0,19450.0,1023.901,672.039,3994.916,1461.0970000000002,0.1,0.0,7151.953,4.217
87,Bulgaria,2017,1.54,74.8122,6.3,-0.73044,25.331,3.81125,58220973782.7715,8228.01157,20948.09706,148227624522.802,102368193000.0,7860.0,21220.0,1025.929,647.589,3954.629,1474.297,0.1,0.0,7102.444,4.71400022506714
88,Indonesia,2015,2.389,69.025,22.9,1.18101,46.687,4.87632,860854235065.0791,3334.54907,11072.53789,2858509778020.31,1.11439930341586e+16,3430.0,10710.0,70928.717,44022.24400000001,129522.4,13909.895,0.4,7.2,258383.256,5.399
89,Indonesia,2016,2.363,69.191,22.2,1.13749,46.011,5.03307,931877364177.742,3568.83265,11624.02492,3035212568813.94,1.200471544e+16,3410.0,11250.0,71228.821,44472.193,131406.113,14449.254,0.4,6.5,261556.381,5.314
90,Indonesia,2017,2.336,69.355,21.4,1.09538,45.341,5.06741,1015420587285.06,3846.41571,12309.62612,3249635174553.39,1.314590143e+16,3540.0,11910.0,71230.546,44950.748,133432.33800000002,15037.331,0.4,5.7,264650.963,5.26200008392334
91,Afghanistan,2015,4.802,63.288,54.9,2.94323,75.197,1.45131,19907111418.9938,590.07647,1924.55971,64927897265.6625,1233810310400.0,610.0,1940.0,15443.806,7277.599,10839.201,852.997,0.0,0.0,34413.603,3.575
92,Afghanistan,2016,4.635,63.673,53.2,2.68916,74.98,2.26031,19046357714.4928,549.58276,1936.79207,67121528010.3282,1320724136100.0,570.0,1950.0,15664.816,7559.961999999998,11266.629,891.625,0.0,0.0,35383.032,3.36
93,Afghanistan,2017,4.477,64.047,51.5,2.49079,74.75,2.66529,19543976895.4248,550.06846,1976.36324,70220345963.9159,1382270275800.0,560.0,1990.0,15855.059,7822.871,11691.089,927.094,0.0,0.0,36296.113,3.79399991035461
94,Bosnia and Herzegovina,2015,1.345,76.735,5.2,-0.846,52.827,3.07682,16209702863.6235,4584.24255,11650.479,41195639388.1603,28768309400.0,5050.0,11720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.949
95,Bosnia and Herzegovina,2016,1.36,76.911,5.1,-0.54291,52.482,3.14407,16911088173.7458,4808.6360399999985,12346.40039,43420018443.5083,29981754900.0,4950.0,12380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1629999999999985
96,Bosnia and Herzegovina,2017,1.375,77.087,4.9,-0.27902,52.124,3.1862,18054854788.5214,5148.20852,13107.72156,45969002344.7067,31193846800.0,4910.0,13050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.18200016021729
97,France,2015,1.96,82.32195,3.5,0.41724,20.345,1.11291,2438207896251.84,36613.37522,40833.24207,2719223033898.26,2245908830000.0,41080.0,41720.0,11828.717,7546.824,32908.176,12169.483,0.5,,64453.2,6.575
98,France,2016,1.92,82.52439,3.5,0.39924,20.083,1.17105,2465134297438.91,36870.21913,41942.62678,2804274295838.45,2276126310000.0,38980.0,42840.0,11798.946000000002,7542.028,32856.042,12470.58,0.5,0.0,64667.596,6.478
99,France,2017,1.92,82.52439,3.5,0.36688,19.82,2.16116,2582501307216.42,38484.18992,44032.89807,2954850214163.96,2348480460000.0,38160.0,45120.0,11742.866000000002,7544.275,32801.497,12753.871,0.5,0.0,64842.50900000001,6.44199991226196
100,Croatia,2015,1.4,77.27561,4.1,-0.8241,43.845,2.40059,49490142433.1046,11773.26466,23008.18872,96717314140.839,337415953600.0,12970.0,22860.0,615.501,486.772,2315.947,814.654,0.0,0.7,4232.874,5.759
101,Croatia,2016,1.42,78.02195,4.0,-0.69838,43.597,3.5361300000000004,51640880494.2725,12371.00216,24524.54792,102374022102.728,340128616700.0,12360.0,23740.0,607.364,477.115,2298.577,825.546,0.0,0.0,4208.602,5.488
102,Croatia,2017,1.42,77.82683,3.9,-1.20061,43.333,2.92136,55213087270.6341,13386.51286,26295.5123,108456655630.891,359020602600.0,12570.0,25820.0,603.922,465.817,2275.61,837.508,0.0,0.0,4182.857,5.2930002212524405
103,Georgia,2015,2.003,73.096,10.8,0.15748,42.552,2.88032,13993546747.7492,3756.37852,9617.54168,35827997186.1292,30884833634.6672,4110.0,9350.0,763.2410000000001,519.7819999999998,2163.733,577.427,0.4,3.8,4024.183,4.297
104,Georgia,2016,1.996,73.26100000000002,10.2,0.05982000000000001,42.163,2.84897,14378016729.1587,3857.27631,9993.73045,37251680205.7001,32340782792.8998,3830.0,9500.0,772.9960000000002,502.075,2158.215,582.164,0.4,3.9,4015.45,4.252
105,Georgia,2017,1.986,73.436,9.7,0.01339,41.769,4.83323,15081338092.2875,4045.41897,10674.46085,39794432759.274,35806196042.5954,3770.0,10100.0,782.867,485.404,2152.225,588.22,0.4,5.0,4008.716,4.28599977493286
106,Ethiopia,2015,4.317,65.03699999999999,44.2,2.54147,80.572,10.39246,64464547915.2698,645.46501,1637.3341300000004,163525525829.49802,1292686340000.0,600.0,1630.0,42527.398,21629.794,33196.005,3482.261,1.0,27.3,100835.458,4.512
107,Ethiopia,2016,4.198,65.475,42.5,2.50182,80.134,7.56177,73000980433.9486,712.87795,1736.4142600000002,177814369742.52698,1536154800000.0,660.0,1730.0,43224.175,22347.13,34434.031,3598.126,1.0,0.0,103603.462,4.508
108,Ethiopia,2017,4.081,65.874,41.0,2.4637,79.69,10.24581,80561496133.9172,767.56348,1903.23849,199759036280.53305,1795494100000.0,740.0,1890.0,43890.818,23022.955,35775.102,3711.049,0.9,0.0,106399.924,4.46000003814697
109,Haiti,2015,2.9730000000000003,63.055,56.1,1.30239,47.573,1.21122,8724656126.498491,814.5464,1763.48525,18888798073.8635,425352238800.0,810.0,1770.0,3676.554,2139.468,4383.502,496.018,1.9,0.0,10695.542,4.518
110,Haiti,2016,2.919,63.33,55.0,1.26424,46.604,1.45271,7970649131.234159,734.80259,1785.946,19372752814.7949,484105677890.0,780.0,1800.0,3685.868,2151.888,4489.518,512.696,1.9,0.0,10839.97,4.0280000000000005
