,Country,Time,Happiness Score,"Fertility rate, total (births per woman)","Life expectancy at birth, total (years)","Mortality rate, infant (per 1,000 live births)",Population growth (annual %),Rural population (% of total population),GDP (current US$),GDP per capita (current US$),Population aged 14 years or younger ,Population aged 15-24 years ,Population aged 25-64 years ,Population aged 65 years or older ,"Prevalence of HIV, total (% of population ages 15-49)",Poverty headcount ratio at $1.90 a day (PPP) (% of population),Total population 
203,Jamaica,2016,5.51,2.009,75.97,13.5,0.3275,44.902,14072135208.5664,4883.86027,706.329,534.82,1415.131,249.956,1.8,0.0,2906.236
204,Jamaica,2017,5.31099987030029,1.993,76.097,13.1,0.30993000000000004,44.622,14781107821.7513,5114.04108,701.419,528.198,1437.3120000000001,253.919,1.8,0.0,2920.848
205,Jordan,2015,5.192,3.445,74.182,15.5,3.8961300000000003,9.744,37517410281.6901,4096.099270000001,3333.8109999999997,1791.1979999999999,3793.548,348.01800000000003,0.0,0.0,9266.575
206,Jordan,2016,5.303,3.378,74.329,15.1,3.18585,9.494,38654727746.4789,4087.9375200000004,3388.133,1845.606,3959.2529999999997,361.29400000000004,0.0,0.0,9554.286
207,Jordan,2017,5.33599996566772,3.3089999999999997,74.476,14.6,2.5739900000000002,9.253,40068308450.7042,4129.75166,3413.9109999999996,1890.191,4108.875,372.866,0.0,0.0,9785.843
208,Kazakhstan,2015,5.855,2.73,72.0,10.7,1.46148,42.809,184388432148.715,10510.77189,4691.413,2618.831,9074.112,1187.66,0.2,0.0,17572.016
209,Kazakhstan,2016,5.919,2.73,72.3,9.7,1.42205,42.736000000000004,137278320084.17099,7714.841840000001,4869.174,2497.002,9231.107,1233.618,0.2,0.0,17830.901
210,Kazakhstan,2017,5.8189997673034695,2.73,72.95,8.9,1.36038,42.663999999999994,162886867831.694,9030.318809999999,5047.012,2383.953,9358.715,1290.339,0.2,0.0,18080.019
211,Kenya,2015,4.419,3.917,66.695,35.1,2.59934,74.342,64007751187.8874,1355.05547,19842.336,9707.246,17322.811,1005.943,5.1,36.8,47878.335999999996
212,Kenya,2016,4.356,3.852,67.032,34.3,2.56093,73.895,70875223143.0362,1462.50374,20063.034,9988.83,17932.137,1067.5330000000001,5.0,0.0,49051.53400000001
213,Kenya,2017,4.55299997329712,3.793,67.291,33.6,2.52311,73.438,79263075749.2682,1594.83493,20264.237,10291.614,18532.249,1133.042,4.8,0.0,50221.142
214,Kuwait,2015,6.295,1.986,74.577,7.5,3.9740699999999998,0.0,114567298105.68301,29109.06874,813.313,430.99300000000005,2510.013,81.27199999999999,0.1,0.0,3835.591
215,Kuwait,2016,6.239,1.97,74.694,7.2,2.92421,0.0,110912280701.754,27368.28668,842.701,430.57199999999995,2594.89,88.712,0.1,0.0,3956.875
216,Kuwait,2017,6.10500001907349,1.96,74.811,6.9,2.05021,0.0,120126277612.925,29040.36371,868.916,429.659,2660.889,96.635,0.1,0.0,4056.099
217,Kyrgyzstan,2015,5.2860000000000005,3.2,70.65122,19.8,2.05903,64.223,6678178340.45121,1121.08284,1877.118,1094.766,2728.8959999999997,258.341,0.2,2.5,5959.121
218,Kyrgyzstan,2016,5.185,3.1,70.95121999999999,18.8,2.03722,64.056,6813092065.835071,1120.66651,1938.851,1071.562,2799.165,264.752,0.2,1.4,6074.33
219,Kyrgyzstan,2017,5.0040001869201705,3.0,71.2,17.9,1.93365,63.865,7564738836.041221,1220.4735,1991.898,1051.4360000000001,2873.258,273.14099999999996,0.2,1.5,6189.733
220,Latvia,2015,5.098,1.7,74.48049,4.3,-0.81863,32.02,26972863393.6384,13639.694119999998,301.535,211.768,1094.453,389.918,0.0,0.7,1997.674
221,Latvia,2016,5.56,1.74,74.58049,3.9,-0.91389,31.979,27695474684.447002,14133.68295,300.653,197.0,1088.08,388.533,0.0,0.0,1974.266
222,Latvia,2017,5.849999904632571,1.74,74.68049,3.6,-0.8862200000000001,31.925,30463302413.7289,15684.558519999999,303.908,182.826,1077.396,386.967,0.0,0.0,1951.0970000000002
223,Lebanon,2015,4.8389999999999995,1.72,79.40899999999999,7.2,4.33425,11.894,49910270062.1559,8529.513659999999,0.0,0.0,0.0,0.0,0.1,0.0,0.0
224,Lebanon,2016,5.129,1.719,79.584,6.9,2.61757,11.734000000000002,51483909754.8922,8571.12625,0.0,0.0,0.0,0.0,0.1,0.0,0.0
225,Lebanon,2017,5.22499990463257,1.713,79.758,6.7,1.25221,11.571,53576985686.6998,8808.58945,0.0,0.0,0.0,0.0,0.1,0.0,0.0
226,Lesotho,2015,4.898,3.1430000000000002,53.745,70.5,1.3359999999999999,73.092,2510312804.7673697,1154.35522,687.7669999999999,423.92900000000003,848.462,98.863,23.8,0.0,2059.021
227,Lesotho,2017,3.80800008773804,3.0439999999999996,54.568000000000005,66.5,1.33051,72.27,2578265358.30386,1154.44425,689.817,420.7,879.1039999999999,101.913,23.8,0.0,2091.534
228,Liberia,2015,4.571000000000001,4.65,62.007,59.3,2.44961,50.18,3177000000.0,706.05947,1882.4260000000002,855.6469999999999,1592.104,142.053,1.5,0.0,4472.23
229,Liberia,2016,3.622,4.581,62.505,57.6,2.50636,49.746,3277826000.0,710.43601,1917.424,885.048,1637.7,146.615,1.5,40.9,4586.787
230,Liberia,2017,3.5329999923706095,4.513,63.006,55.9,2.52713,49.303000000000004,3285455000.0,694.31958,1950.4229999999998,916.6010000000001,1683.6629999999998,151.539,1.4,0.0,4702.226
231,Libya,2015,5.754,2.312,71.77600000000001,11.4,0.49596999999999997,20.73,27842131486.4054,4465.49037,1852.8339999999998,1106.067,3187.362,272.052,0.0,0.0,6418.315
232,Libya,2016,5.615,2.274,71.934,11.0,0.9306700000000001,20.46,26221660076.2226,4166.630529999999,1864.856,1096.121,3253.545,277.64,0.0,0.0,6492.161999999999
233,Libya,2017,5.525000095367429,2.235,72.11,10.6,1.28457,20.183,38107728082.5817,5978.04293,1878.099,1091.941,3325.7929999999997,284.89099999999996,0.0,0.0,6580.724
234,Lithuania,2015,5.832999999999999,1.7,74.32195,4.0,-0.94075,32.77,41516701871.248,14291.90642,427.899,376.381,1579.7620000000002,547.8380000000001,0.1,0.7,2931.88
235,Lithuania,2016,5.813,1.69,74.67073,3.8,-1.2706899999999999,32.634,42973365745.2891,14982.53305,423.086,351.84,1566.527,548.104,0.1,0.0,2889.5570000000002
236,Lithuania,2017,5.90199995040894,1.69,74.67073,3.4,-1.39832,32.484,47544459558.9514,16809.648259999998,419.05800000000005,325.42400000000004,1551.74,549.192,0.2,0.0,2845.414
237,Madagascar,2015,3.681,4.2410000000000005,65.539,34.9,2.6945799999999998,64.807,9744243531.20119,402.08831000000004,10091.893,4953.409000000001,8501.979,686.807,0.2,0.0,24234.088
238,Madagascar,2016,3.695,4.184,65.932,33.7,2.68887,64.14399999999999,10001193315.1966,401.74227,10280.038,5110.168,8787.642,716.5219999999999,0.2,0.0,24894.37
239,Madagascar,2017,3.64400005340576,4.129,66.312,32.7,2.68058,63.478,11499803806.5729,449.72238,10476.83,5262.243,9082.176,749.263,0.3,0.0,25570.512000000002
240,Malawi,2015,4.292,4.646,62.661,42.0,2.91437,83.68700000000001,6373212640.84604,362.6582,7550.125,3453.284,5300.483,441.411,10.1,0.0,16745.303
241,Malawi,2016,4.156000000000001,4.571000000000001,63.223,40.2,2.90482,83.494,5433040159.88747,300.30775,7687.92,3555.4109999999996,5506.424,455.506,9.9,70.3,17205.261000000002
242,Malawi,2017,3.97000002861023,4.505,63.67100000000001,38.5,2.8902900000000002,83.286,6303292264.18905,338.48443,7827.345,3659.6420000000003,5715.1230000000005,468.086,9.6,0.0,17670.196
243,Malaysia,2015,5.77,2.056,75.143,6.5,1.62474,25.787,296636282166.176,9655.13738,7594.861999999999,5693.053000000001,15174.183,1808.864,0.4,0.0,30270.962000000003
244,Malaysia,2016,6.005,2.037,75.3,6.6,1.49932,25.16,296752886724.682,9515.19432,7584.104,5672.528,15524.621000000001,1903.401,0.4,0.0,30684.654
245,Malaysia,2017,6.08400011062622,2.019,75.452,6.7,1.3914799999999998,24.553,314710259510.743,9951.54415,7572.05,5652.034000000001,15879.303999999998,2001.2579999999998,0.4,0.0,31104.646
246,Mali,2015,3.995,6.145,57.478,69.2,2.93398,60.00899999999999,13099495529.7113,749.91795,8361.556,3334.486,5301.366999999999,441.369,1.3,0.0,17438.778000000002
247,Mali,2016,4.073,6.057,57.966,67.4,2.9719700000000002,59.217,14010787737.8424,778.60043,8597.276,3450.368,5464.728,453.07099999999997,1.3,0.0,17965.443
248,Mali,2017,4.19000005722046,5.968,58.456,65.8,2.99525,58.428000000000004,15334336143.644,827.0064,8834.653,3576.514,5635.691,465.57199999999995,1.2,0.0,18512.43
249,Malta,2015,6.3020000000000005,1.37,81.89756,5.7,2.3864,5.586,10554669617.5194,23715.53414,61.68600000000001,53.59,236.812,81.471,0.0,0.0,433.559
250,Malta,2016,6.4879999999999995,1.37,82.45366,5.7,2.28862,5.52,11274020600.9269,24758.69562,61.96,52.074,237.551,84.512,0.0,0.0,436.097
251,Malta,2017,6.52699995040894,1.37,82.45366,5.6,2.73866,5.454,12518134319.0893,26748.20741,62.317,50.4,238.123,87.09299999999999,0.0,0.0,437.93300000000005
252,Mauritania,2015,4.436,4.736000000000001,63.082,55.8,2.8723099999999997,48.911,4844223106.95469,1158.2563699999998,1639.0520000000001,786.613,1494.545,126.09100000000001,0.4,0.0,4046.301
253,Mauritania,2016,4.2010000000000005,4.6739999999999995,63.238,54.5,2.79806,48.038000000000004,4739298730.42216,1101.90163,1682.461,804.707,1546.3329999999999,130.032,0.4,0.0,4163.532999999999
254,Mauritania,2017,4.29199981689453,4.612,63.38399999999999,53.3,2.73296,47.176,5024708655.99147,1136.76459,1724.2720000000002,824.0210000000001,1600.2020000000002,134.075,0.3,0.0,4282.57
255,Mauritius,2015,5.477,1.36,74.35316999999999,12.8,0.13243,59.0,11692287066.381,9260.4473,244.338,197.692,692.059,125.367,0.0,0.0,1259.4560000000001
256,Mauritius,2016,5.648,1.4,74.39488,12.2,0.06872,59.09,12232463655.5727,9681.61857,238.514,196.69,694.8839999999999,131.77700000000002,0.0,0.0,1261.865
257,Mauritius,2017,5.62900018692017,1.44,74.51463000000001,11.6,0.09018999999999999,59.159,13266427697.2513,10490.50397,232.12900000000002,195.13,698.7560000000001,138.484,0.0,0.0,1264.499
258,Mongolia,2015,4.874,2.793,69.087,16.1,1.79578,31.77,11749620619.5962,3946.9620700000005,865.4060000000001,503.781,1513.382,115.87,0.1,0.0,2998.4390000000003
259,Mongolia,2016,4.907,2.7569999999999997,69.28699999999999,15.4,1.68287,31.703000000000003,11186734674.3847,3695.16485,899.591,486.60400000000004,1550.3339999999998,119.835,0.1,0.6,3056.364
260,Mongolia,2017,4.95499992370605,2.713,69.465,14.8,1.58118,31.636999999999997,11433635875.9316,3717.4733899999997,932.572,471.673,1585.182,124.359,0.1,0.0,3113.7859999999996
261,Morocco,2015,5.013,2.526,75.57300000000001,21.8,1.40405,39.191,101179808076.36,2863.8871,9614.554,6034.725,16803.944,2210.38,0.1,0.0,34663.602999999996
262,Morocco,2016,5.151,2.491,75.821,20.9,1.35123,38.64,103345296966.607,2885.48753,9709.993,5985.383000000001,17134.332,2296.575,0.1,0.0,35126.282999999996
263,Morocco,2017,5.2350001335144,2.454,76.059,20.0,1.30336,38.092,109708728848.535,3022.92792,9767.979,5937.62,17472.73,2402.926,0.1,0.0,35581.255
264,Mozambique,2015,4.971,5.305,57.714,57.0,2.89142,65.6,14798413628.4625,528.31305,12282.518999999998,5382.206999999999,8593.074,784.202,12.9,0.0,27042.002
265,Mozambique,2017,4.550000190734861,5.178999999999999,58.872,53.3,2.8698799999999998,64.545,12645508633.7664,426.22195999999997,12880.444,5784.42,9153.81,830.3439999999999,12.5,0.0,28649.017999999996
266,Myanmar,2015,4.3069999999999995,2.23,66.464,41.1,0.9192,70.142,59687410896.5734,1138.99298,14654.403,9574.412,25729.1,2722.8109999999997,0.7,6.2,52680.725999999995
267,Myanmar,2016,4.395,2.207,66.612,39.9,0.91474,69.918,63256184700.2223,1196.1032,14497.163999999999,9633.981,26074.555,2839.5009999999997,0.7,0.0,53045.200999999994
268,Myanmar,2017,4.54500007629395,2.187,66.744,38.5,0.9136200000000001,69.678,67068745521.3823,1256.66067,14331.442,9692.474,26389.974,2968.633,0.7,0.0,53382.523
269,Namibia,2016,4.574,3.415,64.388,32.7,2.208,52.038999999999994,11281259987.2185,4549.42164,869.456,488.344,912.8910000000001,87.353,12.3,0.0,2358.044
270,Namibia,2017,4.57399988174438,3.3539999999999996,64.85,31.8,2.1575,50.995,13253698014.7075,5230.7717299999995,886.1519999999999,488.04,940.291,88.15,12.1,0.0,2402.633
271,Nepal,2015,4.513999999999999,2.162,69.887,29.9,1.169,81.443,21410840908.5198,747.16046,9010.435,5933.8730000000005,10573.94,1496.783,0.2,0.0,27015.031000000003
272,Nepal,2016,4.793,2.1180000000000003,70.253,28.8,1.13289,81.058,21185922407.5922,730.98333,8812.265,6087.983,10836.323,1526.862,0.2,0.0,27263.432999999997
273,Nepal,2017,4.961999893188481,2.083,70.604,27.8,1.10565,80.664,24880266905.4961,849.0110400000001,8659.118,6220.4169999999995,11187.841,1565.305,0.2,0.0,27632.681
274,Nicaragua,2015,5.827999999999999,2.231,75.149,15.9,1.1249799999999999,42.105,12611087031.4931,2073.4979399999997,1946.406,1209.931,2771.281,295.622,0.2,0.0,6223.24
275,Nicaragua,2016,5.992000000000001,2.2,75.404,15.3,1.1101,41.91,13184989877.5664,2143.92589,1948.201,1205.318,2842.579,307.876,0.2,0.0,6303.974
276,Nicaragua,2017,6.07100009918213,2.171,75.653,14.8,1.09405,41.701,13814261535.5434,2221.80644,1950.4679999999998,1199.8210000000001,2911.9759999999997,322.58099999999996,0.2,0.0,6384.846
277,Niger,2015,3.845,7.29,59.667,51.6,3.83575,83.75299999999999,7217667780.59665,362.7522,10033.891,3764.712,5687.925,515.135,0.4,0.0,20001.663
278,Niger,2016,3.8560000000000003,7.239,60.058,49.9,3.8260699999999996,83.71,7528285443.607691,364.16051,10427.109,3939.328,5885.119000000001,537.242,0.3,0.0,20788.798
279,Niger,2017,4.02799987792969,7.184,60.422,48.3,3.8170900000000003,83.65,8119710126.3489,378.05925,10821.256000000001,4123.054,6098.406,559.6659999999999,0.3,0.0,21602.382
280,Nigeria,2015,5.268,5.591,52.985,68.7,2.64036,52.162,494583180777.234,2729.76278,79936.869,34304.744,61940.733,4955.102,2.9,0.0,181137.448
281,Nigeria,2016,4.875,5.526,53.428000000000004,66.6,2.61903,51.317,404649527537.71295,2175.65628,82019.705,35273.921,63560.138,5106.477,2.8,0.0,185960.241
282,Nigeria,2017,5.07399988174438,5.457000000000001,53.875,64.6,2.5987,50.481,375745486520.656,1968.42552,84009.266,36344.452000000005,65272.16099999999,5247.365,2.8,0.0,190873.24399999998
283,Oman,2015,6.853,2.737,76.801,9.6,5.85617,18.65,68921456436.9311,16410.61297,931.722,625.685,2612.6679999999997,97.273,0.0,0.0,4267.348
284,Pakistan,2015,5.194,3.55,66.322,64.6,2.04541,63.974,270556126820.064,1428.6376300000002,71667.4,40596.642,78567.663,8595.259,0.1,3.9,199426.96399999998
285,Pakistan,2016,5.132000000000001,3.4810000000000003,66.48100000000001,62.9,1.99856,63.766000000000005,278654637737.69,1442.28584,72692.79,41083.104,81067.757,8787.702,0.1,0.0,203631.353
286,Pakistan,2017,5.26900005340576,3.4139999999999997,66.62899999999999,61.2,1.9540799999999998,63.558,304951818494.06604,1547.85341,73762.256,41524.54,83650.68,8968.733,0.1,0.0,207906.20899999997
287,Panama,2015,6.7860000000000005,2.541,77.806,14.8,1.65788,33.304,54091713775.5634,13627.69475,1104.892,666.841,1896.844,299.91,0.9,2.0,3968.487
288,Panama,2016,6.7010000000000005,2.5140000000000002,78.001,14.3,1.6211,32.973,57957594212.2216,14366.85289,1114.3039999999999,675.097,1935.694,311.983,1.0,2.2,4037.078
289,Panama,2017,6.4520001411438,2.487,78.195,13.9,1.58543,32.635,62283756584.4322,15196.397340000001,1122.769,683.508,1975.65,324.842,1.0,2.5,4106.769
290,Paraguay,2015,5.877999999999999,2.509,73.023,19.0,1.31198,39.25,36164068797.2511,5447.11863,2035.7120000000002,1350.162,2909.507,393.365,0.5,1.9,6688.746
291,Paraguay,2016,5.537999999999999,2.48,73.12,18.4,1.2898399999999999,38.974000000000004,36054281572.3981,5360.98593,2035.0729999999999,1351.89,2980.383,410.526,0.5,1.7,6777.871999999999
292,Paraguay,2017,5.493000030517581,2.4530000000000003,73.211,17.9,1.2704799999999998,38.7,39667400816.2126,5823.76614,2039.816,1350.213,3048.458,428.574,0.5,1.2,6867.061
293,Peru,2015,5.824,2.4290000000000003,74.747,12.6,1.29374,22.643,189926516769.25,6053.11241,8556.7,5446.295999999999,14235.573,2232.165,0.3,3.6,30470.734
294,Peru,2016,5.742999999999999,2.4,74.983,12.1,1.25786,22.461,191639655121.33,6031.3660899999995,8380.964,5436.726,14771.034,2337.308,0.3,3.5,30926.032000000003
295,Peru,2017,5.71500015258789,2.37,75.22,11.6,1.22507,22.28,211389272242.15698,6571.92864,8289.502,5381.714,15317.03,2456.052,0.3,3.4,31444.298
296,Puerto Rico,2016,7.039,1.2425,79.78832,0.0,-1.9382700000000002,6.398,103960800000.0,30518.40675,591.179,441.21,1696.6989999999998,554.0369999999999,0.0,0.0,3283.125
297,Rwanda,2015,3.465,3.967,66.696,31.4,2.4740900000000003,82.99600000000001,8277613193.576309,711.7739799999999,4614.872,2249.448,4199.0470000000005,305.704,2.8,0.0,11369.071000000002
298,Rwanda,2016,3.515,3.885,67.12899999999999,30.1,2.4459,82.944,8475681532.52169,711.19579,4705.319,2298.107,4342.664000000001,322.737,2.8,55.5,11668.827
299,Rwanda,2017,3.47099995613098,3.8089999999999997,67.49600000000001,28.9,2.41162,82.875,9135454442.14013,748.29209,4808.694,2351.44,4479.398,341.42900000000003,2.7,0.0,11980.961000000001
300,Saudi Arabia,2015,6.4110000000000005,2.5789999999999997,74.4,7.2,2.50414,16.82,654269902880.0,20732.861719999997,8190.404,4831.522,17737.641,958.1,0.0,0.0,31717.667
301,Saudi Arabia,2016,6.379,2.532,74.561,6.7,2.25142,16.599,644935541440.0,19982.08563,8281.088,4862.254,18292.307,1007.798,0.0,0.0,32443.447
302,Saudi Arabia,2017,6.343999862670901,2.491,74.72,6.3,2.03193,16.378,686738400000.0,20849.29137,8361.046999999999,4837.719,18840.681,1061.732,0.0,0.0,33101.179
303,Sierra Leone,2015,4.507,4.561,51.423,88.1,2.20547,59.17100000000001,4218723875.1379,582.9362,3006.031,1450.578,2501.0229999999997,214.282,1.4,0.0,7171.914000000001
304,Sierra Leone,2016,4.635,4.457,51.835,84.7,2.17548,58.772,3556036534.5692296,480.79302,3051.49,1483.7020000000002,2574.518,219.12400000000002,1.4,0.0,7328.834
305,Sierra Leone,2017,4.70900011062622,4.359,52.214,81.7,2.15373,58.364,3775047333.92116,499.5291,3096.954,1517.5739999999998,2650.6020000000003,223.293,1.4,0.0,7488.423000000001
306,Singapore,2015,6.797999999999999,1.24,82.7439,2.1,1.18638,0.0,304097759674.134,54940.85814,0.0,0.0,0.0,0.0,0.2,0.0,0.0
307,Singapore,2016,6.739,1.2,82.84634,2.2,1.29744,0.0,309763879840.753,55243.13288,694.789,772.27,3634.3,552.275,0.2,0.0,5653.634
308,Singapore,2017,6.57200002670288,1.16,82.89511999999999,2.2,0.0886,0.0,323907234412.34,57714.29663,697.092,750.82,3656.224,603.905,0.2,0.0,5708.041
309,Sudan,2015,4.55,4.595,64.257,45.9,2.38247,66.10600000000001,97156119150.0,2513.88466,16146.248,7809.875,13607.083,1339.744,0.2,0.0,38902.95
310,Sudan,2016,4.138999999999999,4.532,64.486,44.8,2.38044,65.87899999999999,95584380032.2061,2415.03816,16412.408,8040.608,14003.938,1390.485,0.2,0.0,39847.439
311,Sudan,2017,4.138999938964839,4.468999999999999,64.69800000000001,43.7,2.3830299999999998,65.63,117487857142.857,2898.54935,16674.16,8271.056,14425.343,1442.838,0.2,0.0,40813.397000000004
312,Togo,2015,2.839,4.5169999999999995,59.949,51.9,2.5659,59.9,4179185205.1612206,563.4753599999999,3085.695,1404.295,2627.933,205.235,2.3,49.2,7323.158
313,Togo,2016,3.303,4.45,60.232,50.5,2.52386,59.372,4457732624.94515,586.05225,3147.007,1443.983,2706.5429999999997,212.418,2.2,0.0,7509.951
314,Togo,2017,3.4949998855590803,4.3839999999999995,60.477,49.2,2.48415,58.838,4757776485.12802,610.1517299999999,3205.458,1487.526,2786.066,219.424,2.1,0.0,7698.474
315,Uruguay,2015,6.485,2.0069999999999997,77.34100000000001,7.6,0.35048,4.955,53274304222.135994,15524.84247,719.43,518.446,1679.97,494.163,0.6,0.1,3412.009
316,Uruguay,2016,6.545,1.995,77.493,7.3,0.36227,4.856,52687612261.5424,15298.35089,717.073,515.9730000000001,1691.457,499.626,0.6,0.1,3424.1290000000004
317,Uruguay,2017,6.4539999961853,1.984,77.645,7.0,0.36935,4.76,56156972157.6958,16245.59837,714.0319999999999,512.72,1704.695,505.194,0.6,0.1,3436.6409999999996
318,Uzbekistan,2015,6.002999999999999,2.491,71.192,22.7,1.74426,49.25,66903804142.5395,2137.57685,8770.030999999999,5984.195,14920.013,1255.318,0.2,0.0,30929.557
319,Uzbekistan,2016,5.987,2.455,71.314,21.3,1.73885,49.35,67445712840.4013,2117.74443,8925.857,5853.576999999999,15360.117,1302.2,0.2,0.0,31441.751
320,Uzbekistan,2017,5.97100019454956,2.455,71.42,20.0,1.67918,49.45,49677172714.26,1533.85204,9114.395,5700.299,15782.083,1363.0079999999998,0.3,0.0,31959.785
321,Yemen,2015,4.077,4.104,64.743,43.2,2.52025,65.223,45593573381.2648,1693.9078100000002,10782.481000000002,5843.757,9130.793,740.8580000000001,0.0,0.0,26497.889
